# Supplemental public-domain glossary for the definitions asset.
#
# Format: one entry per line, "<word>\t<gloss>". Lines starting with # and blank
# lines are ignored. Consumed by tools/mergedefs via -glossary. Only a word that is
# itself missing from a word list is folded into the asset, and existing
# (Wiktionary / Webster / WordNet) definitions always win.
#
# These glosses were extracted from public-domain sources for words the primary
# layers do not define. Provenance per section below; details in
# defs/assets/definitions/SOURCES.md.
#
# --- jamieson-scots ---
# Jamieson, Etymological Dictionary of the Scottish Language (PD); Gutenberg #40521.
cryptometers	a gauge for judging how well a paint or pigment hides what lies beneath
crystalisers	an agent or vessel in which crystals are brought out of solution; also CRYSTALIZER, CRYSTALLISER, CRYSTALLIZER
crystalizers	an agent or vessel in which crystals are brought out of solution; also CRYSTALISER, CRYSTALLISER, CRYSTALLIZER
crystallitis	inflammation of the lens of the eye
crystallitises	inflammation of the lens of the eye
cuddin	(Gaelic) a coalfish not yet full grown; also CUDDEN, CUDDIE, CUDDY
cuddins	(Gaelic) a coalfish not yet full grown; also CUDDEN, CUDDIE, CUDDY
cuffle	(obsolete) to tussle, to scuffle
cuffled	(obsolete) to tussle, to scuffle
cuffles	(obsolete) to tussle, to scuffle
cuffling	(obsolete) to tussle, to scuffle
cuffo	(US slang) got in for nothing, without paying
cuit	(Scots) the ankle
cuiter	(Scots) to coax with soft words; to make a fuss of
cuitered	(Scots) to coax with soft words; to make a fuss of
cuitering	(Scots) to coax with soft words; to make a fuss of
cuiters	(Scots) to coax with soft words; to make a fuss of
cuitikin	(Scots) a legging buttoned over the ankle; also COOTIKIN, CUTIKIN
cuits	(Scots) the ankle
culchy	a form of culchie, an Irish country dweller as seen from the town
culshy	a form of culchie, an Irish country dweller as seen from the town
cumulet	a high-flying fancy pigeon, one of the breeds from which the racing homer was bred
cumulets	a high-flying fancy pigeon, one of the breeds from which the racing homer was bred
cundies	a drain roofed over along its length; also CONDIE
cundy	a drain roofed over along its length; also CONDIE
cupgall	a small cup-shaped swelling raised by a wasp on an oak leaf
cupgalls	a small cup-shaped swelling raised by a wasp on an oak leaf
curchef	a cloth worn over the head; also CURCH
curchefs	a cloth worn over the head; also CURCH
curliewurlie	(Scots) an ornament of twists and curls
curliewurlies	(Scots) an ornament of twists and curls
curnaptious	(Scots) crabbed and quarrelsome; also CARNAPTIOUS
curney	made up of small grains; also CURNY
curnier	made up of small grains; also CURNEY
curniest	made up of small grains; also CURNEY
curny	made up of small grains; also CURNEY
curpel	(Scots) a horse's hindquarters, or the strap passing under its tail
curpels	(Scots) a horse's hindquarters, or the strap passing under its tail
currejong	(Native Australian) an Australian evergreen whose inner bark yields a tough fibre; also CURRAJONG, CURRIJONG, KURRAJONG
currejongs	(Native Australian) an Australian evergreen whose inner bark yields a tough fibre; also CURRAJONG, CURRIJONG, KURRAJONG
curselarie	(Shakespeare) hasty, done in passing, most likely a misreading; also CURSENARY, CURSORARY
cursenary	(Shakespeare) hasty, done in passing, most likely a misreading; also CURSELARIE, CURSORARY
cushie	the ringdove, largest of the wild pigeons
cutikin	(Scots) a legging buttoned over the ankle; also COOTIKIN, CUITIKIN
cyanogenamide	a white crystalline compound, the amide of cyanogen; also CYANAMID, CYANAMIDE
cyanogenamides	a white crystalline compound, the amide of cyanogen; also CYANAMID, CYANAMIDE
cyclogiro	an aircraft held up and driven forward by blades turning on a horizontal drum
cyclogiros	an aircraft held up and driven forward by blades turning on a horizontal drum
cyclospermous	having the embryo curled round the seed's food store
cyclospora	a parasitic coccidian of the genus Cyclospora, chiefly Cyclospora cayetanensis, picked up from tainted water or produce and causing prolonged diarrhoea
cyclosporas	plural of cyclospora, a parasitic coccidian of the genus Cyclospora
cyclothyme	one whose temperament swings between elation and low spirits
cyclothymes	one whose temperament swings between elation and low spirits
cynopodous	having claws that stay out and cannot be sheathed, as a dog's
cystocarpic	having to do with the cystocarp, the spore-bearing body of a red alga
cystogenous	giving rise to cysts, or secreting the wall of one
dactylographers	one who makes a study of fingerprints and their identification
dae	(Scots) to do
daiko	(Japanese) a large barrel drum of Japan, struck with heavy beaters; also TAIKO
daikos	(Japanese) a large barrel drum of Japan, struck with heavy beaters; also TAIKO
daimoku	(Japanese) the invocation chanted by Nichiren Buddhists as the whole of their practice
daimokus	(Japanese) the invocation chanted by Nichiren Buddhists as the whole of their practice
dalt	(Scots) a child taken in and reared by another family; also DAULT
dalts	(Scots) a child taken in and reared by another family; also DAULT
damboard	the chequered board on which draughts is played; also DAMBROD
damboards	the chequered board on which draughts is played; also DAMBROD
dambrod	the chequered board on which draughts is played; also DAMBOARD
dambrods	the chequered board on which draughts is played; also DAMBOARD
dampcourse	a band of waterproof material bedded across a wall near the ground to stop moisture climbing the brickwork
dampcourses	a band of waterproof material bedded across a wall near the ground to stop moisture climbing the brickwork
danelagh	the body of law that held in the Danelaw, the region of England under Danish rule; also DANELAW
danelaghs	the body of law that held in the Danelaw, the region of England under Danish rule; also DANELAW
danelaw	the part of England, from the late ninth century until the Norman Conquest, in which Danish law rather than Anglo-Saxon law applied; also DANELAGH
danelaws	the part of England, from the late ninth century until the Norman Conquest, in which Danish law rather than Anglo-Saxon law applied; also DANELAGH
dannies	the hand; also DONNY
danny	the hand; also DONNY
darraignments	the act of darraigning, of making good a claim
darrayns	to make good a claim; also, to draw up in order of battle; also DARRAIGN, DARRAIN, DARRAINE
dasypod	an armadillo of the genus Dasypus, the long-nosed armadillos
dasypods	an armadillo of the genus Dasypus, the long-nosed armadillos
datacard	a card that carries information in electronic form
datacards	a card that carries information in electronic form
datamation	the handling of data by machine rather than by hand
datamations	the handling of data by machine rather than by hand
dault	(Scots) a child taken in and reared by another family; also DALT
daults	(Scots) a child taken in and reared by another family; also DALT
daunton	to venture, to make bold; also DANTON
dauntoned	to venture, to make bold; also DANTON
dauntoning	to venture, to make bold; also DANTON
dauntons	to venture, to make bold; also DANTON
dawbake	(dialect) a dolt, one slow on the uptake
dawbakes	(dialect) a dolt, one slow on the uptake
dawbries	(Shakespeare) a clumsy piece of trickery, a sham; also DAUBERY, DAUBRY
dawbry	(Shakespeare) a clumsy piece of trickery, a sham; also DAUBERY, DAUBRY
dawney	(Irish) slow-witted, lacking spirit
daych	(dialect) to roof with thatch
dayched	(dialect) to roof with thatch
dayches	(dialect) to roof with thatch
dayching	(dialect) to roof with thatch
dayshell	(dialect) a thistle
dayshells	(dialect) a thistle
dazers	whatever leaves one stunned or bewildered
deadboy	a plate hammered into packed snow to give a climber a secure anchor; also DEADMAN
deadboys	a plate hammered into packed snow to give a climber a secure anchor; also DEADMAN
deadstroke	striking without any rebound
dearbought	bought at a heavy price, and prized accordingly
deawie	(Spenser) wet with dew; also DEAWY
decanedioic	naming the ten-carbon acid otherwise called sebacic acid
decanically	belonging to a dean or to a dean's office
decarbonator	a plant or vessel for stripping carbon dioxide out of a liquid or gas
decarbonators	a plant or vessel for stripping carbon dioxide out of a liquid or gas
decarburation	the driving of carbon out of iron or steel
decarburations	the driving of carbon out of iron or steel
deccie	(slang) the fitting out and furnishing of a room
deccies	(slang) the fitting out and furnishing of a room
decheance	(French) the loss of a right through failure to exercise it
decheances	(French) the loss of a right through failure to exercise it
declinant	(French) one whose fortune or standing is on the wane
decontaminative	serving to rid something of contamination
decurvation	a bending of the whole downwards
decurvations	a bending of the whole downwards
deemstership	the office held by a deemster, a judge of the Isle of Man
deemsterships	the office held by a deemster, a judge of the Isle of Man
defis	(French) a challenge thrown down
degout	(French) to let fall drop by drop
degouts	(French) to let fall drop by drop
degringoler	to tumble down headlong, to go rapidly to ruin
degringolered	to tumble down headlong, to go rapidly to ruin
degringolering	to tumble down headlong, to go rapidly to ruin
degringolers	to tumble down headlong, to go rapidly to ruin
degustatory	having to do with tasting food attentively
deif	(Scots) deaf
deifer	(Scots) deaf
deifest	(Scots) deaf
delassement	(French) an easing off, rest taken after effort
delassements	(French) an easing off, rest taken after effort
delineavit	(Latin) drew this, set after an artist's name on a print or drawing
demeasnure	(Spenser) the way one carries oneself; also DEMAINE, DEMAYNE, DEMEANE, DEMEANOR, DEMEANOUR
demeasnures	(Spenser) the way one carries oneself; also DEMAINE, DEMAYNE, DEMEANE, DEMEANOR, DEMEANOUR
demiveg	one who keeps off red meat but will still eat fish and poultry
demiveges	one who keeps off red meat but will still eat fish and poultry
demivegges	one who keeps off red meat but will still eat fish and poultry
demivierge	a woman who goes far in sexual dalliance while stopping short of losing her virginity
demivierges	a woman who goes far in sexual dalliance while stopping short of losing her virginity
democratifiable	open to being turned into something democratic
demonetarising	to strip a metal or currency of its standing as money; also DEMONETARIZE
dempt	to judge something to be so, to be of the opinion
dendrophis	a slender tree-dwelling snake of the genus Dendrophis
dendrophises	a slender tree-dwelling snake of the genus Dendrophis
departements	(French) one of the administrative districts into which France is divided
desagrement	(French) an annoyance, something that grates
desagrements	(French) an annoyance, something that grates
desiderium	an aching wish for something absent or lost
desideriums	an aching wish for something absent or lost
desine	(Spenser) to sketch out beforehand; also DESIGN, DESYNE
desined	(Spenser) to sketch out beforehand; also DESIGN, DESYNE
desines	(Spenser) to sketch out beforehand; also DESIGN, DESYNE
desining	(Spenser) to sketch out beforehand; also DESIGN, DESYNE
desnood	to take the fleshy wattle off a turkey's beak so the birds do not peck one another
desnooded	to take the fleshy wattle off a turkey's beak so the birds do not peck one another
desnooding	to take the fleshy wattle off a turkey's beak so the birds do not peck one another
desnoods	to take the fleshy wattle off a turkey's beak so the birds do not peck one another
desobligeante	a carriage built with room for one rider only
desobligeantes	a carriage built with room for one rider only
desoeuvre	(French) with nothing to occupy one, at a loose end
desoriente	(French) thrown off course, no longer knowing where one is
dessignment	(Spenser) a scheme laid out in advance
dessignments	(Spenser) a scheme laid out in advance
destructo	(Australian slang) one bent on smashing things up
destructos	(Australian slang) one bent on smashing things up
detectivist	an author who writes stories of detection
detectivists	an author who writes stories of detection
detectophone	a hidden microphone and line used for listening in on others
detectophones	a hidden microphone and line used for listening in on others
detenu	(French) a man held in custody, especially one detained in India for political reasons
detenue	(French) a woman held in custody, especially one detained in India for political reasons
detenues	(French) a woman held in custody, especially one detained in India for political reasons
detenus	(French) a man held in custody, especially one detained in India for political reasons
detraque	(French) a man whose mind is unhinged
detraquee	(French) a woman whose mind is unhinged
detraquees	(French) a woman whose mind is unhinged
detraques	(French) a man whose mind is unhinged
deuteroscopic	having to do with deuteroscopy, a second sight or an underlying second meaning
devling	an imp, a devil in miniature; also DEVILET, DEVILKIN, DEVILING
devlings	an imp, a devil in miniature; also DEVILET, DEVILKIN, DEVILING
devots	(French) one wholly given over to a cause or a devotion
diabolologies	the branch of theology that treats of devils; also DIABOLOGY
diabolology	the branch of theology that treats of devils; also DIABOLOGY
diachronistic	having to do with diachronism, the tracing of a subject, a language above all, through its changes over time
diane	used in steak diane, a steak finished at table in a rich seasoned sauce
diapasonic	having to do with the diapason, the foundation stop of an organ; also DIAPASONAL
diaphototropic	setting itself crosswise to the light rather than facing it
diaphototropies	the habit of setting crosswise to the light rather than facing it
diaphototropism	the habit of setting crosswise to the light rather than facing it
diaphototropy	the habit of setting crosswise to the light rather than facing it
diathermacies	the readiness with which a substance lets radiant heat pass through it; also DIATHERMANCY
diathermacy	the readiness with which a substance lets radiant heat pass through it; also DIATHERMANCY
dibbukkim	(Yiddish) in Jewish folklore, a restless soul that takes possession of the living; also DYBBUK
dicephalism	the malformation of bearing two heads on one body
dicephalisms	the malformation of bearing two heads on one body
dichloracetic	used in dichloracetic acid, acetic acid with two of its hydrogens replaced by chlorine
dichroiscopic	having to do with the dichroiscope
dichromaticism	the property of showing one colour when light passes one way through a crystal and another when it passes the other
dichromaticisms	the property of showing one colour when light passes one way through a crystal and another when it passes the other
dichrooscope	an eyepiece through which a crystal is viewed to test it for two-colour behaviour; also DICHROISCOPE, DICHROSCOPE
dichrooscopes	an eyepiece through which a crystal is viewed to test it for two-colour behaviour; also DICHROISCOPE, DICHROSCOPE
dichrooscopic	having to do with the dichrooscope
dicht	(Scots) to wipe clean
dichted	(Scots) to wipe clean
dichting	(Scots) to wipe clean
dichts	(Scots) to wipe clean
dieciousnesses	the condition of bearing male and female flowers on separate plants
differencied	(archaic) a difference; also, to mark or make out a difference in; also DIFFERENCE
differencies	(archaic) a difference; also, to mark or make out a difference in; also DIFFERENCE
differency	(archaic) a difference; also, to mark or make out a difference in; also DIFFERENCE
differencying	(archaic) a difference; also, to mark or make out a difference in; also DIFFERENCE
digladiator	one who contends with the sword
digladiators	one who contends with the sword
diglottic	having to do with a diglot, one at home in two tongues
dignifiednesses	the quality of bearing oneself with dignity
digressers	one who wanders from the point
dihybridism	the condition of a cross bred to differ in two characters at once
dihybridisms	the condition of a cross bred to differ in two characters at once
dikier	(offensive colloquial) after the manner of a lesbian; also DYKEY
dikiest	(offensive colloquial) after the manner of a lesbian; also DYKEY
dilatablenesses	able to be widened or stretched open
dinkie	a well-off married pair with two incomes and no children; also DINKY
dioicousnesses	the condition of bearing the sexes on separate individuals
dioptometries	the measuring of how strongly the eye bends light
dioptometry	the measuring of how strongly the eye bends light
diothelete	one who holds that Christ on earth had a human will and a divine one both; also DITHELETE, DYOTHELETE, DYOTHELITE
diotheletes	one who holds that Christ on earth had a human will and a divine one both; also DITHELETE, DYOTHELETE, DYOTHELITE
diotheletic	having to do with the teaching that Christ possessed two wills; also DITHELETIC, DITHELETICAL
diotheletical	having to do with the teaching that Christ possessed two wills; also DITHELETIC, DITHELETICAL
diothelism	the doctrine that Christ on earth had a human will and a divine one both; also DITHELISM, DYOTHELISM
diothelisms	the doctrine that Christ on earth had a human will and a divine one both; also DITHELISM, DYOTHELISM
diothelite	one who holds to the doctrine of two wills in Christ
diothelites	one who holds to the doctrine of two wills in Christ
dioxonitric	used in dioxonitric acid, the systematic name for what is commonly called nitrous acid
diphysitism	the doctrine that Christ is at once fully divine and fully human
diphysitisms	the doctrine that Christ is at once fully divine and fully human
diplozoa	a parasitic fluke of fish gills whose members join in pairs and remain fused for life
diplozoic	said of an animal whose body answers to itself across a single plane
diplozoon	a parasitic fluke of fish gills whose members join in pairs and remain fused for life
dipropellant	a rocket propellant made up of two separate components, in the usual case a fuel and an oxidiser
dipropellants	a rocket propellant made up of two separate components, in the usual case a fuel and an oxidiser
dirdam	(Scots) a hubbub, a great to-do; also DIRDUM, DURDUM
dirdams	(Scots) a hubbub, a great to-do; also DIRDUM, DURDUM
disaccharids	a sugar such as maltose, lactose or sucrose whose molecule is built from two simple sugar units joined together
disattribution	the withdrawing of a work of art from the artist it had been credited to
disattributions	the withdrawing of a work of art from the artist it had been credited to
discandering	(Shakespeare) losing its candied firmness, melting away
discanderings	(Shakespeare) losing its candied firmness, melting away
discandie	(Shakespeare) to melt out of a candied state, to dissolve; also DISCANDY
discanters	a singer who takes the descant part above the melody
disceptatorial	(obsolete) belonging to argument and dispute
discobolos	an athlete in the act of throwing the discus, and the classical statue of one; also DISCOBOLUS
discologies	the systematic study and cataloguing of sound recordings
discologist	one who makes a systematic study of sound recordings
discologists	one who makes a systematic study of sound recordings
discology	the systematic study and cataloguing of sound recordings
discomfiters	one who throws another into confusion or defeat
disconnecters	one who breaks a connection
discophoran	a jellyfish of the disc-bodied kind
discophorans	a jellyfish of the disc-bodied kind
discourteise	(Spenser) wanting in courtesy; also DISCOURTEOUS
disenablements	the taking away of the power to act
disentrayle	(Spenser) to draw the bowels out of; also DISENTRAIL
disentrayled	(Spenser) to draw the bowels out of; also DISENTRAIL
disentrayles	(Spenser) to draw the bowels out of; also DISENTRAIL
disentrayling	(Spenser) to draw the bowels out of; also DISENTRAIL
disgospelling	(Milton) the keeping of the gospel from those who should hear it
disimmure	to let out from behind walls, to set at liberty
disimmured	to let out from behind walls, to set at liberty
disimmures	to let out from behind walls, to set at liberty
disimmuring	to let out from behind walls, to set at liberty
dismayl	(Spenser) to strip the coat of mail from
dismayled	(Spenser) to strip the coat of mail from
dismayling	(Spenser) to strip the coat of mail from
dismayls	(Spenser) to strip the coat of mail from
disprad	(Spenser) to spread wide, to scatter abroad; also DISPREAD
dispredden	(Spenser) to spread wide, to scatter abroad; also DISPRED
disrelate	to sever the connection between things, the opposite of relating them
dissemblies	the breaking up and dispersal of a gathering; also DISASSEMBLY
dissembly	the breaking up and dispersal of a gathering; also DISASSEMBLY
disthronising	(Spenser) to cast down from a throne; also DISTHRONIZE
distilland	the material fed into a still to be distilled
distillands	the material fed into a still to be distilled
dithelete	one who holds that Christ on earth had a human will and a divine one both; also DIOTHELETE, DYOTHELETE, DYOTHELITE
ditheletes	one who holds that Christ on earth had a human will and a divine one both; also DIOTHELETE, DYOTHELETE, DYOTHELITE
ditheletic	having to do with the teaching that Christ possessed two wills; also DIOTHELETIC, DITHELETICAL
ditheletical	having to do with the teaching that Christ possessed two wills; also DIOTHELETIC, DITHELETIC
ditheletism	the doctrine that Christ on earth possessed two wills; also DITHELISM, DIOTHELISM, DYOTHELISM
ditheletisms	the doctrine that Christ on earth possessed two wills; also DITHELISM, DIOTHELISM, DYOTHELISM
dithelitism	the doctrine that Christ on earth had a human will and a divine one both; also DITHELISM, DIOTHELISM, DYOTHELISM
dithelitisms	the doctrine that Christ on earth had a human will and a divine one both; also DITHELISM, DIOTHELISM, DYOTHELISM
dithionous	used in dithionous acid, the unstable acid whose salts are the dithionites
dittit	(Scots) to stop up, to close off
diverticulitides	plural of diverticulitis, inflammation of a pouch bulging from the wall of the gut
divna	(Scots) do not
docentship	the standing of a docent, held in some universities as a title rather than a salaried post
docentships	the standing of a docent, held in some universities as a title rather than a salaried post
doctrinarism	the cast of mind that applies theory rigidly without regard to circumstance; also DOCTRINARIANISM
doctrinarisms	the cast of mind that applies theory rigidly without regard to circumstance; also DOCTRINARIANISM
doctrinist	one who holds fast to a body of doctrine
doctrinists	one who holds fast to a body of doctrine
doddipoll	(obsolete) a thickhead; also DODDYPOLL
doddipolls	(obsolete) a thickhead; also DODDYPOLL
doddypoll	(obsolete) a thickhead; also DODDIPOLL
doddypolls	(obsolete) a thickhead; also DODDIPOLL
doen	a party or festivity; also, to carry out or perform
doghanged	wearing a hangdog, shamefaced look
dolichocephal	one whose skull is long in proportion to its breadth
dolichocephals	one whose skull is long in proportion to its breadth
dolichosaurus	any of the Dolichosauria, long-bodied marine reptiles known as fossils from the Cretaceous
dolichosauruses	any of the Dolichosauria, long-bodied marine reptiles known as fossils from the Cretaceous
dolichuri	(Greek) a dactylic hexameter carrying one syllable more than the measure allows
dolichurus	(Greek) a dactylic hexameter carrying one syllable more than the measure allows
dolichuruses	(Greek) a dactylic hexameter carrying one syllable more than the measure allows
domesticative	tending to bring a wild animal or plant under domestication
donings	(colloquial) the giving of a donation, of blood for example
donko	(New Zealand) a rough tearoom set aside for workers in a factory
donkos	(New Zealand) a rough tearoom set aside for workers in a factory
donnard	(Scots) stupefied, slow in the wits; also DONNART, DONNERD, DONNERED, DONNERT
donnart	(Scots) stupefied, slow in the wits; also DONNARD, DONNERD, DONNERED, DONNERT
dooket	(Scots) a pigeon house; also DOOCOT, DOVECOT, DOVECOTE
dookets	(Scots) a pigeon house; also DOOCOT, DOVECOT, DOVECOTE
doolan	(New Zealand) a Roman Catholic
doolans	(New Zealand) a Roman Catholic
doomwatchings	the keeping of a wary eye on threats to the environment
doorn	(South African) a thorn
doorns	(South African) a thorn
doppie	(South African) the spent case of a cartridge
doppies	(South African) the spent case of a cartridge
dorb	(Australian slang) a bungler, a fool; also DORBA
dorba	(Australian slang) a bungler, a fool; also DORB
dorbas	(Australian slang) a bungler, a fool; also DORB
dorbs	(Australian slang) a bungler, a fool; also DORBA
doridoid	a sea slug, a mollusc that carries no shell
doridoids	a sea slug, a mollusc that carries no shell
dorize	(Greek) to take on the speech and ways of the Dorians; also DORISE
dorizing	(Greek) to take on the speech and ways of the Dorians; also DORISE
dorsigrade	going along on the upper side of the toes rather than the soles
dortinesses	the disposition to sulk and take offence
doseh	(Arabic) a Cairo rite, put down in 1884, in which at the feast of the Prophet's birth the sheikh of the Sadi dervishes rode his horse over followers lying face down in his path
dosehs	(Arabic) a Cairo rite, put down in 1884, in which at the feast of the Prophet's birth the sheikh of the Sadi dervishes rode his horse over followers lying face down in his path
dosimetrician	one who works with the dosimeter, the instrument by which a dose of radiation is measured
dosimetricians	one who works with the dosimeter, the instrument by which a dose of radiation is measured
doubtably	such that doubt may reasonably be cast on it
doveishnesses	the disposition to favour conciliation over force; also DOVISHNESS
dowlier	(English dialect) dreary and out of spirits; also DOWIE
dowliest	(English dialect) dreary and out of spirits; also DOWIE
dowlney	(Shakespeare) soft as down
downa	(dialect) cannot, or have no heart to
dowt	(Scots) the stub left of a smoked cigarette
dowts	(Scots) the stub left of a smoked cigarette
drack	(Australian slang) said of a woman, plain-looking; also DRAC
dragoonage	the forcing of people to submit by quartering troops on them
dragoonages	the forcing of people to submit by quartering troops on them
drainlayer	(New Zealand) a tradesman whose trade is the laying of drains
drainlayers	(New Zealand) a tradesman whose trade is the laying of drains
draisene	(historical) an early two-wheeler pushed along by the rider's feet; also DRAISINE
draisenes	(historical) an early two-wheeler pushed along by the rider's feet; also DRAISINE
drangway	(English dialect) a narrow way between walls or hedges, too cramped to be called a lane
drangways	(English dialect) a narrow way between walls or hedges, too cramped to be called a lane
drappie	(Scots) a wee taste of drink, spirits above all; also DRAPPY
drappies	(Scots) a wee taste of drink, spirits above all; also DRAPPIE
drappy	(Scots) a wee taste of drink, spirits above all; also DRAPPIE
draunt	(dialect) to speak in a slow droning drawl; also DRANT
draunted	(dialect) to speak in a slow droning drawl; also DRANT
draunting	(dialect) to speak in a slow droning drawl; also DRANT
draunts	(dialect) to speak in a slow droning drawl; also DRANT
dreamwhile	the span of time a dream occupies
dreamwhiles	the span of time a dream occupies
drecksill	(dialect) the sill of a door, the step across it
drecksills	(dialect) the sill of a door, the step across it
drekkish	worthless, of the nature of drek; also DRECKISH
drerihead	(Spenser) bleakness of spirit; also DREARIHEAD, DREARIHOOD
dreriheads	(Spenser) bleakness of spirit; also DREARIHEAD, DREARIHOOD
dressguard	(archaic) a fan of cords stretched over a bicycle's rear wheel to keep a rider's skirt out of the spokes
dressguards	(archaic) a fan of cords stretched over a bicycle's rear wheel to keep a rider's skirt out of the spokes
drice	carbon dioxide frozen into grains, dry ice
drices	carbon dioxide frozen into grains, dry ice
dricksie	said of timber that carries rot hidden inside sound-looking wood; also DRUXY
dricksier	said of timber that carries rot hidden inside sound-looking wood; also DRUXY
dricksiest	said of timber that carries rot hidden inside sound-looking wood; also DRUXY
drivethrough	a shop or eating place laid out so that customers are served without leaving the car
drivethroughs	a shop or eating place laid out so that customers are served without leaving the car
droichier	(Gaelic) stunted, of dwarfish build
droichiest	(Gaelic) stunted, of dwarfish build
droichy	(Gaelic) stunted, of dwarfish build
dromedare	(Spenser) the one-humped riding camel of Arabia; also DROMEDARY
dromedares	(Spenser) the one-humped riding camel of Arabia; also DROMEDARY
dronklap	(South African) a drunkard
dronklaps	(South African) a drunkard
drookit	(Scots) wet to the skin; also DROUKIT
dropflies	one of the flies fished above the tail fly on a wet-fly cast
dropfly	one of the flies fished above the tail fly on a wet-fly cast
droukings	a thorough soaking; also DROOKING
droukit	(Scots) wet to the skin; also DROOKIT
drucken	(Scots) given to drink, drunken
druckenness	(Scots) the condition of being habitually the worse for drink
druckennesses	(Scots) the condition of being habitually the worse for drink
drumbledors	a big beetle that flies with a loud drone; also DUMBLEDORE
drumbledrane	(dialect) a bumblebee
drumbledranes	(dialect) a bumblebee
drunkathon	a bout of drinking kept up for hours on end
drunkathons	a bout of drinking kept up for hours on end
drybeat	(Shakespeare) to cudgel soundly without breaking the skin
drybeaten	(Shakespeare) to cudgel soundly without breaking the skin
drybeating	(Shakespeare) to cudgel soundly without breaking the skin
drybeats	(Shakespeare) to cudgel soundly without breaking the skin
drymouth	a lack of saliva that leaves the mouth uncomfortably dry
drymouths	a lack of saliva that leaves the mouth uncomfortably dry
dsobo	(Tibetan) the male offspring of a yak crossed with common cattle; also ZOBO, ZOBU
dsobos	(Tibetan) the male offspring of a yak crossed with common cattle; also ZOBO, ZOBU
dsomo	(Tibetan) the female offspring of a yak crossed with common cattle; also JOMO, ZHOMO
dsomos	(Tibetan) the female offspring of a yak crossed with common cattle; also JOMO, ZHOMO
ducdame	(Shakespeare) a nonsense burden sung in a song, glossed in the play itself as a call to gather fools
duckshovers	(Australian) one who pushes in ahead of others or takes an unfair turn
duetti	(Italian) a piece written for two performers; also DUET, DUETT
duhkha	(Sanskrit) in Buddhist teaching, the unease that comes of clinging to what cannot last; also DUKKHA
duhkhas	(Sanskrit) in Buddhist teaching, the unease that comes of clinging to what cannot last; also DUKKHA
dulcetnesses	sweetness to the ear, softness of sound
dumela	(South African) a greeting in Sotho and Tswana, hello or good day
dummelhead	(dialect) a dolt
dummelheads	(dialect) a dolt
duplicident	said of rabbits and their kin, which carry a second small pair of incisors behind the first in the upper jaw
durchkomponiert	(German) said of a song set with fresh music for every stanza rather than one tune repeated; also DURCHKOMPONIRT
durchkomponirt	(German) said of a song set with fresh music for every stanza rather than one tune repeated; also DURCHKOMPONIERT
dwam	(Scots) to fall into a faint or a daze; also DWALM, DWAUM
dwammed	(Scots) to fall into a faint or a daze; also DWALM, DWAUM
dwamming	(Scots) to fall into a faint or a daze; also DWALM, DWAUM
dwams	(Scots) to fall into a faint or a daze; also DWALM, DWAUM
dybbukkim	(Yiddish) in Jewish folklore, the displaced soul of a dead person that fastens on a living host and possesses them; also DIBBUK
dyotheletic	having to do with the doctrine that Christ on earth possessed both a human and a divine will; also DYOTHELITIC
dyotheletical	having to do with the doctrine that Christ on earth possessed both a human and a divine will; also DYOTHELITICAL
dyothelitic	having to do with the doctrine that Christ on earth possessed both a human and a divine will; also DYOTHELETIC
dyothelitical	having to do with the doctrine that Christ on earth possessed both a human and a divine will; also DYOTHELETICAL
dyschroa	an unhealthy change in the colour of the skin brought on by illness; also DYSCHROIA
dyschroas	an unhealthy change in the colour of the skin brought on by illness; also DYSCHROIA
dyschroia	an unhealthy change in the colour of the skin brought on by illness; also DYSCHROA
dyschroias	an unhealthy change in the colour of the skin brought on by illness; also DYSCHROA
dyvouries	(Scots) the state of having been declared unable to pay one's debts
dyvoury	(Scots) the state of having been declared unable to pay one's debts
eard	(Scots) to lay in the ground, to inter; also YEARD, YERD, YIRD, YIRTH
earded	(Scots) to lay in the ground, to inter; also YEARD, YERD, YIRD, YIRTH
earding	(Scots) to lay in the ground, to inter; also YEARD, YERD, YIRD, YIRTH
eards	(Scots) to lay in the ground, to inter; also YEARD, YERD, YIRD, YIRTH
earlierise	to bring something forward to a date sooner than the one fixed; also EARLIERIZE
earlierised	to bring something forward to a date sooner than the one fixed; also EARLIERIZE
earlierises	to bring something forward to a date sooner than the one fixed; also EARLIERIZE
earlierising	to bring something forward to a date sooner than the one fixed; also EARLIERIZE
earlierize	to bring something forward to a date sooner than the one fixed; also EARLIERISE
earlierized	to bring something forward to a date sooner than the one fixed; also EARLIERISE
earlierizes	to bring something forward to a date sooner than the one fixed; also EARLIERISE
earlierizing	to bring something forward to a date sooner than the one fixed; also EARLIERISE
eassel	(Scots) toward the east; also EASSELGATE, EASSELWARD, EASSIL
easselgate	(Scots) toward the east; also EASSEL, EASSELWARD, EASSIL
easselward	(Scots) toward the east; also EASSEL, EASSELGATE, EASSIL
eassil	(Scots) toward the east; also EASSEL, EASSELGATE, EASSELWARD
eastling	in an easterly direction; also EASTLIN, EASTLINGS, EASTLINS
eastlings	(Scots) in an easterly direction; also EASTLIN, EASTLING, EASTLINS
ebeniste	(French) a joiner who makes fine veneered furniture
ebenistes	(French) a joiner who makes fine veneered furniture
ecco	(Italian) here it is, look; also ECCE
eccremocarpus	a Chilean climber of the bignonia family grown for its ferny foliage and hanging orange-red tubular flowers
